-0.0189,-0.0617,-0.251
-0.0189,-0.0602,-0.25
-0.0189,-0.0582,-0.248
-0.0189,-0.0578,-0.246
-0.0188,-0.0559,-0.243
-0.0188,-0.0543,-0.241
-0.0188,-0.0512,-0.238
-0.0188,-0.0492,-0.236
-0.0187,-0.0465,-0.233
-0.0187,-0.0449,-0.232
-0.0187,-0.0426,-0.23
-0.0187,-0.0414,-0.227
-0.0186,-0.0398,-0.224
-0.0186,-0.0391,-0.221
-0.0186,-0.0379,-0.22
-0.0186,-0.0371,-0.218
-0.0185,-0.0352,-0.215
-0.0185,-0.0336,-0.213
-0.0185,-0.0316,-0.21
-0.0185,-0.0301,-0.207
-0.0184,-0.0289,-0.204
-0.0184,-0.0273,-0.202
-0.0184,-0.0266,-0.2
-0.0184,-0.0254,-0.197
-0.0183,-0.0242,-0.194
-0.0183,-0.0227,-0.191
-0.0183,-0.0215,-0.188
-0.0183,-0.0207,-0.186
-0.0182,-0.0195,-0.185
-0.0182,-0.018,-0.181
-0.0182,-0.0172,-0.177
-0.0182,-0.0156,-0.174
-0.0181,-0.0148,-0.173
-0.0181,-0.0133,-0.17
-0.0181,-0.0129,-0.167
-0.0181,-0.0113,-0.163
-0.018,-0.0109,-0.161
-0.018,-0.00938,-0.157
-0.018,-0.00898,-0.155
-0.018,-0.0082,-0.152
-0.0179,-0.00781,-0.149
-0.0179,-0.00664,-0.145
-0.0179,-0.00664,-0.142
-0.0179,-0.00547,-0.138
-0.0178,-0.00508,-0.135
-0.0178,-0.00391,-0.131
-0.0178,-0.00391,-0.129
-0.0178,-0.00273,-0.125
-0.0177,-0.00273,-0.122
-0.0177,-0.00195,-0.118
-0.0177,-0.00195,-0.115
-0.0177,-0.00156,-0.111
-0.0176,-0.00156,-0.109
-0.0176,-0.00117,-0.104
-0.0176,-0.00117,-0.101
-0.0176,-0.000391,-0.097
-0.0175,-0.000391,-0.0943
-0.0175,0.000781,-0.09
-0.0175,0.000391,-0.0873
-0.0175,0.00195,-0.0837
-0.0174,0.00156,-0.0802
-0.0174,0.00352,-0.0755
-0.0174,0.00313,-0.0732
-0.0174,0.00469,-0.0705
-0.0173,0.00469,-0.0673
-0.0173,0.00586,-0.063
-0.0173,0.00586,-0.0599
-0.0173,0.00703,-0.0556
-0.0172,0.00703,-0.0525
-0.0172,0.00781,-0.0498
-0.0172,0.00781,-0.0466
-0.0172,0.00938,-0.0423
-0.0171,0.00938,-0.0384
-0.0171,0.0105,-0.0345
-0.0171,0.0105,-0.0318
-0.0171,0.0121,-0.029
-0.017,0.0121,-0.0255
-0.017,0.0133,-0.0216
-0.017,0.0133,-0.0193
-0.017,0.0145,-0.0158
-0.0169,0.0145,-0.0119
-0.0169,0.0152,-0.00717
-0.0169,0.0156,-0.00288
-0.0169,0.0164,0.00103
-0.0168,0.0164,0.00416
-0.0168,0.0176,0.00806
-0.0168,0.018,0.0116
-0.0168,0.0191,0.0143
-0.0167,0.0195,0.017
-0.0167,0.0207,0.0217
-0.0167,0.0211,0.0256
-0.0167,0.0219,0.028
-0.0166,0.0227,0.0311
-0.0166,0.0234,0.035
-0.0166,0.0242,0.0389
-0.0166,0.025,0.042
-0.0165,0.0262,0.0452
-0.0165,0.027,0.0483
-0.0165,0.0277,0.0526
-0.0165,0.0281,0.0561
-0.0164,0.0293,0.06
-0.0164,0.0301,0.0639
-0.0164,0.0313,0.0682
-0.0164,0.0316,0.0706
-0.0163,0.0328,0.0741
-0.0163,0.0332,0.078
-0.0163,0.0344,0.0823
-0.0163,0.0348,0.085
-0.0162,0.0363,0.0885
-0.0162,0.0371,0.0913
-0.0162,0.0391,0.0952
-0.0162,0.0398,0.0983
-0.0161,0.0414,0.103
-0.0161,0.0422,0.106
-0.0161,0.0438,0.11
-0.0161,0.0441,0.113
-0.016,0.0453,0.117
-0.016,0.0457,0.12
-0.016,0.0473,0.124
-0.016,0.0477,0.126
-0.0159,0.0504,0.13
-0.0159,0.0516,0.133
-0.0159,0.0543,0.137
-0.0159,0.0555,0.14
-0.0158,0.0582,0.145
-0.0158,0.059,0.148
-0.0158,0.0617,0.15
-0.0158,0.0625,0.153
-0.0157,0.0641,0.157
-0.0157,0.0645,0.16
-0.0157,0.0668,0.164
-0.0157,0.0676,0.166
-0.0156,0.0707,0.169
-0.0156,0.0723,0.171
-0.0156,0.075,0.176
-0.0156,0.0762,0.178
-0.0155,0.0789,0.181
-0.0155,0.0805,0.183
-0.0155,0.0828,0.186
-0.0155,0.084,0.188
-0.0154,0.0867,0.192
-0.0154,0.0883,0.194
-0.0154,0.0914,0.197
-0.0154,0.093,0.199
-0.0153,0.0953,0.202
-0.0153,0.0965,0.205
-0.0153,0.1,0.208
-0.0153,0.103,0.211
-0.0152,0.106,0.214
-0.0152,0.108,0.215
-0.0152,0.111,0.216
-0.0152,0.114,0.219
-0.0151,0.116,0.223
-0.0151,0.119,0.226
-0.0151,0.122,0.227
-0.0151,0.125,0.228
-0.015,0.128,0.231
-0.015,0.13,0.233
-0.015,0.134,0.236
-0.015,0.137,0.238
-0.0149,0.142,0.24
-0.0149,0.145,0.243
-0.0149,0.147,0.245
-0.0149,0.15,0.246
-0.0148,0.155,0.248
-0.0148,0.159,0.25
-0.0148,0.163,0.253
-0.0148,0.165,0.255
-0.0147,0.168,0.257
-0.0147,0.173,0.259
-0.0147,0.176,0.26
-0.0147,0.18,0.263
-0.0146,0.184,0.265
-0.0146,0.188,0.267
-0.0146,0.192,0.269
-0.0146,0.195,0.27
-0.0145,0.198,0.271
-0.0145,0.203,0.273
-0.0145,0.207,0.274
-0.0145,0.211,0.275
-0.0144,0.214,0.277
-0.0144,0.218,0.279
-0.0144,0.222,0.281
-0.0144,0.227,0.282
-0.0143,0.231,0.283
-0.0143,0.235,0.285
-0.0143,0.239,0.286
-0.0143,0.244,0.288
-0.0142,0.246,0.289
-0.0142,0.251,0.29
-0.0142,0.255,0.29
-0.0142,0.26,0.292
-0.0141,0.263,0.292
-0.0141,0.267,0.294
-0.0141,0.271,0.295
-0.0141,0.276,0.296
-0.014,0.279,0.296
-0.014,0.284,0.298
-0.014,0.287,0.298
-0.014,0.292,0.3
-0.0139,0.295,0.3
-0.0139,0.3,0.302
-0.0139,0.302,0.302
-0.0139,0.307,0.304
-0.0138,0.311,0.304
-0.0138,0.315,0.306
-0.0138,0.319,0.306
-0.0138,0.323,0.307
-0.0137,0.326,0.307
-0.0137,0.33,0.308
-0.0137,0.333,0.308
-0.0137,0.338,0.31
-0.0136,0.34,0.31
-0.0136,0.342,0.31
-0.0136,0.344,0.311
-0.0136,0.348,0.312
-0.0135,0.352,0.312
-0.0135,0.356,0.312
-0.0135,0.358,0.312
-0.0135,0.361,0.313
-0.0134,0.362,0.313
-0.0134,0.365,0.314
-0.0134,0.367,0.314
-0.0134,0.37,0.314
-0.0133,0.371,0.315
-0.0133,0.373,0.315
-0.0133,0.374,0.315
-0.0133,0.376,0.316
-0.0132,0.377,0.316
-0.0132,0.378,0.317
-0.0132,0.379,0.317
-0.0132,0.379,0.317
-0.0131,0.379,0.317
-0.0131,0.38,0.317
-0.0131,0.379,0.317
-0.0131,0.379,0.318
-0.013,0.379,0.318
-0.013,0.378,0.318
-0.013,0.377,0.318
-0.013,0.376,0.318
-0.0129,0.375,0.318
-0.0129,0.374,0.318
-0.0129,0.373,0.318
-0.0129,0.371,0.318
-0.0128,0.37,0.319
-0.0128,0.367,0.318
-0.0128,0.365,0.319
-0.0128,0.362,0.318
-0.0127,0.361,0.318
-0.0127,0.359,0.318
-0.0127,0.356,0.318
-0.0127,0.351,0.317
-0.0126,0.347,0.318
-0.0126,0.343,0.317
-0.0126,0.341,0.317
-0.0126,0.339,0.316
-0.0125,0.335,0.317
-0.0125,0.33,0.316
-0.0125,0.327,0.316
-0.0125,0.322,0.315
-0.0124,0.319,0.315
-0.0124,0.314,0.315
-0.0124,0.309,0.315
-0.0124,0.304,0.314
-0.0123,0.3,0.314
-0.0123,0.295,0.313
-0.0123,0.292,0.314
-0.0123,0.286,0.313
-0.0122,0.282,0.313
-0.0122,0.277,0.312
-0.0122,0.272,0.312
-0.0122,0.266,0.312
-0.0121,0.263,0.312
-0.0121,0.258,0.311
-0.0121,0.254,0.311
-0.0121,0.247,0.31
-0.012,0.244,0.31
-0.012,0.238,0.309
-0.012,0.234,0.309
-0.012,0.228,0.308
-0.0119,0.224,0.308
-0.0119,0.218,0.306
-0.0119,0.214,0.306
-0.0119,0.209,0.305
-0.0118,0.206,0.305
-0.0118,0.2,0.304
-0.0118,0.196,0.303
-0.0118,0.192,0.302
-0.0117,0.188,0.301
-0.0117,0.183,0.3
-0.0117,0.179,0.299
-0.0117,0.175,0.298
-0.0116,0.171,0.297
-0.0116,0.166,0.296
-0.0116,0.163,0.296
-0.0116,0.159,0.294
-0.0115,0.155,0.294
-0.0115,0.149,0.292
-0.0115,0.146,0.291
-0.0115,0.143,0.29
-0.0114,0.139,0.289
-0.0114,0.135,0.288
-0.0114,0.132,0.287
-0.0114,0.128,0.286
-0.0113,0.125,0.284
-0.0113,0.121,0.283
-0.0113,0.118,0.282
-0.0113,0.114,0.28
-0.0112,0.112,0.279
-0.0112,0.108,0.277
-0.0112,0.105,0.275
-0.0112,0.101,0.273
-0.0111,0.0969,0.272
-0.0111,0.0945,0.271
-0.0111,0.0918,0.27
-0.0111,0.0887,0.269
-0.011,0.0855,0.266
-0.011,0.0832,0.264
-0.011,0.0805,0.262
-0.011,0.0777,0.26
-0.0109,0.0746,0.258
-0.0109,0.0719,0.257
-0.0109,0.0684,0.255
-0.0109,0.066,0.253
-0.0108,0.0641,0.25
-0.0108,0.0629,0.248
-0.0108,0.0602,0.246
-0.0108,0.0578,0.245
-0.0107,0.0543,0.243
-0.0107,0.052,0.241
-0.0107,0.0484,0.239
-0.0107,0.0469,0.237
-0.0106,0.0449,0.234
-0.0106,0.0438,0.232
-0.0106,0.0414,0.229
-0.0106,0.0395,0.228
-0.0105,0.0363,0.226
-0.0105,0.0352,0.225
-0.0105,0.0328,0.222
-0.0105,0.0316,0.219
-0.0104,0.0293,0.216
-0.0104,0.0281,0.215
-0.0104,0.0254,0.213
-0.0104,0.0242,0.212
-0.0103,0.0219,0.208
-0.0103,0.0207,0.205
-0.0103,0.0184,0.202
-0.0103,0.0176,0.199
-0.0102,0.0156,0.197
-0.0102,0.0148,0.196
-0.0102,0.0129,0.192
-0.0102,0.0121,0.19
-0.0101,0.00977,0.187
-0.0101,0.00898,0.185
-0.0101,0.00742,0.182
-0.0101,0.00664,0.18
-0.01,0.00508,0.179
-0.01,0.0043,0.176
-0.00998,0.00195,0.172
-0.00995,0.00117,0.169
-0.00993,-0.000781,0.167
-0.0099,-0.00117,0.165
-0.00988,-0.00195,0.162
-0.00985,-0.00195,0.159
-0.00983,-0.00273,0.156
-0.0098,-0.00313,0.153
-0.00978,-0.0043,0.15
-0.00975,-0.00469,0.148
-0.00973,-0.00586,0.146
-0.0097,-0.00664,0.142
-0.00968,-0.00742,0.138
-0.00965,-0.00781,0.135
-0.00963,-0.00859,0.132
-0.0096,-0.00898,0.129
-0.00958,-0.0102,0.126
-0.00955,-0.0105,0.124
-0.00953,-0.0117,0.121
-0.0095,-0.0121,0.117
-0.00948,-0.0133,0.114
-0.00945,-0.0141,0.11
-0.00943,-0.0148,0.107
-0.0094,-0.0156,0.103
-0.00938,-0.0164,0.0999
-0.00935,-0.0168,0.0963
-0.00933,-0.0176,0.0932
-0.0093,-0.0184,0.0897
-0.00928,-0.0191,0.087
-0.00925,-0.0199,0.0838
-0.00923,-0.0203,0.0807
-0.0092,-0.0211,0.0768
-0.00918,-0.0215,0.0729
-0.00915,-0.0223,0.0702
-0.00913,-0.0227,0.0674
-0.0091,-0.0238,0.0628
-0.00908,-0.0242,0.0592
-0.00905,-0.025,0.0553
-0.00903,-0.025,0.0518
-0.009,-0.0258,0.0475
-0.00898,-0.0262,0.0448
-0.00895,-0.027,0.0413
-0.00893,-0.027,0.0385
-0.0089,-0.0277,0.0342
-0.00888,-0.0281,0.0307
-0.00885,-0.0293,0.0276
-0.00883,-0.0289,0.0256
-0.0088,-0.0305,0.0213
-0.00878,-0.0305,0.0174
-0.00875,-0.032,0.0139
-0.00873,-0.0316,0.012
-0.0087,-0.0332,0.00767
-0.00868,-0.0332,0.00494
-0.00865,-0.0348,0.000641
-0.00863,-0.0344,-0.00248
-0.0086,-0.0359,-0.00756
-0.00858,-0.0359,-0.0115
-0.00855,-0.0375,-0.0165
-0.00853,-0.0375,-0.0193
-0.0085,-0.0383,-0.022
-0.00848,-0.0383,-0.0251
-0.00845,-0.0391,-0.0294
-0.00843,-0.0391,-0.0314
-0.0084,-0.0398,-0.0345
-0.00838,-0.0398,-0.038
-0.00835,-0.041,-0.0427
-0.00833,-0.041,-0.0458
-0.0083,-0.0426,-0.0501
-0.00828,-0.0426,-0.0521
-0.00825,-0.0441,-0.056
-0.00823,-0.0445,-0.0595
-0.0082,-0.0465,-0.0634
-0.00818,-0.0469,-0.0669
-0.00815,-0.0488,-0.0708
-0.00813,-0.0488,-0.0732
-0.0081,-0.0508,-0.0771
-0.00808,-0.0512,-0.081
-0.00805,-0.0535,-0.0849
-0.00803,-0.0539,-0.0876
-0.008,-0.0555,-0.0915
-0.00798,-0.0559,-0.0951
-0.00795,-0.057,-0.099
-0.00793,-0.057,-0.102
-0.0079,-0.0578,-0.107
-0.00788,-0.0582,-0.11
-0.00785,-0.0586,-0.113
-0.00783,-0.059,-0.117
-0.0078,-0.0605,-0.12
-0.00778,-0.0613,-0.124
-0.00775,-0.0629,-0.128
-0.00773,-0.0641,-0.131
-0.0077,-0.0656,-0.135
-0.00768,-0.0668,-0.138
-0.00765,-0.068,-0.142
-0.00763,-0.0691,-0.146
-0.0076,-0.0707,-0.15
-0.00758,-0.0723,-0.153
-0.00755,-0.0738,-0.156
-0.00753,-0.075,-0.159
-0.0075,-0.0766,-0.163
-0.00748,-0.0781,-0.166
-0.00745,-0.0797,-0.17
-0.00743,-0.0813,-0.173
-0.0074,-0.0828,-0.174
-0.00738,-0.0848,-0.178
-0.00735,-0.0863,-0.182
-0.00733,-0.0883,-0.185
-0.0073,-0.0895,-0.188
-0.00728,-0.091,-0.191
-0.00725,-0.0926,-0.194
-0.00723,-0.0953,-0.197
-0.0072,-0.0969,-0.2
-0.00718,-0.0996,-0.202
-0.00715,-0.101,-0.204
-0.00713,-0.104,-0.208
-0.0071,-0.105,-0.211
-0.00708,-0.108,-0.215
-0.00705,-0.109,-0.217
-0.00703,-0.113,-0.22
-0.007,-0.114,-0.221
-0.00698,-0.117,-0.224
-0.00695,-0.119,-0.227
-0.00693,-0.121,-0.231
-0.0069,-0.123,-0.232
-0.00688,-0.127,-0.234
-0.00685,-0.129,-0.236
-0.00683,-0.133,-0.239
-0.0068,-0.135,-0.241
-0.00678,-0.138,-0.245
-0.00675,-0.139,-0.247
-0.00673,-0.142,-0.249
-0.0067,-0.145,-0.251
-0.00668,-0.15,-0.252
-0.00665,-0.152,-0.254
-0.00663,-0.155,-0.258
-0.0066,-0.157,-0.26
-0.00658,-0.162,-0.263
-0.00655,-0.165,-0.265
-0.00653,-0.168,-0.267
-0.0065,-0.171,-0.269
-0.00648,-0.176,-0.272
-0.00645,-0.179,-0.274
-0.00643,-0.182,-0.276
-0.0064,-0.186,-0.277
-0.00638,-0.189,-0.278
-0.00635,-0.193,-0.279
-0.00633,-0.197,-0.282
-0.0063,-0.2,-0.284
-0.00628,-0.205,-0.286
-0.00625,-0.207,-0.288
-0.00623,-0.212,-0.29
-0.0062,-0.216,-0.291
-0.00618,-0.22,-0.293
-0.00615,-0.223,-0.294
-0.00613,-0.228,-0.295
-0.0061,-0.232,-0.297
-0.00608,-0.235,-0.298
-0.00605,-0.238,-0.299
-0.00603,-0.243,-0.301
-0.006,-0.248,-0.302
-0.00598,-0.252,-0.304
-0.00595,-0.255,-0.306
-0.00593,-0.26,-0.308
-0.0059,-0.264,-0.309
-0.00588,-0.269,-0.31
-0.00585,-0.273,-0.311
-0.00583,-0.277,-0.311
-0.0058,-0.28,-0.313
-0.00578,-0.284,-0.314
-0.00575,-0.288,-0.315
-0.00573,-0.293,-0.316
-0.0057,-0.296,-0.317
-0.00568,-0.3,-0.317
-0.00565,-0.305,-0.318
-0.00563,-0.309,-0.319
-0.0056,-0.313,-0.32
-0.00558,-0.316,-0.321
-0.00555,-0.32,-0.322
-0.00553,-0.324,-0.323
-0.0055,-0.329,-0.325
-0.00548,-0.333,-0.326
-0.00545,-0.336,-0.327
-0.00543,-0.338,-0.327
-0.0054,-0.343,-0.328
-0.00538,-0.347,-0.328
-0.00535,-0.351,-0.329
-0.00533,-0.354,-0.329
-0.0053,-0.357,-0.329
-0.00528,-0.36,-0.33
-0.00525,-0.364,-0.33
-0.00523,-0.366,-0.33
-0.0052,-0.37,-0.331
-0.00518,-0.372,-0.331
-0.00515,-0.375,-0.332
-0.00513,-0.377,-0.332
-0.0051,-0.38,-0.333
-0.00508,-0.382,-0.333
-0.00505,-0.385,-0.335
-0.00503,-0.386,-0.335
-0.005,-0.389,-0.336
-0.00498,-0.39,-0.335
-0.00495,-0.393,-0.336
-0.00493,-0.394,-0.336
-0.0049,-0.395,-0.337
-0.00488,-0.396,-0.337
-0.00485,-0.396,-0.338
-0.00483,-0.396,-0.337
-0.0048,-0.397,-0.338
-0.00478,-0.397,-0.338
-0.00475,-0.398,-0.338
